# ---------------------------------- WARNING ----------------------------------------,,,,,,,,,,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,,,,,,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,,,,,,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,,,,,,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,,,,,,,,,,
# for any damages resulting from its use.,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,,,,,,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,,,,,,,,,,
# retrieved: 2017-02-20 18:45:56 EST       (vaww02),,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,,,,,,,
"#    USGS 0209734440 BOLIN CREEK AT VILLAGE DRIVE AT CHAPEL HILL, NC",,,,,,,,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Data provided for site 0209734440,,,,,,,,,,,,,,
#            TS   parameter     statistic     Description,,,,,,,,,,,,,,
"#         86321       00065     00001     Gage height, feet (Maximum)",,,,,,,,,,,,,,
"#         86322       00065     00002     Gage height, feet (Minimum)",,,,,,,,,,,,,,
"#         86323       00065     00003     Gage height, feet (Mean)",,,,,,,,,,,,,,
"#         86324       00060     00001     Discharge, cubic feet per second (Maximum)",,,,,,,,,,,,,,
"#         86325       00060     00002     Discharge, cubic feet per second (Minimum)",,,,,,,,,,,,,,
"#         86326       00060     00003     Discharge, cubic feet per second (Mean)",,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Data-value qualification codes included in this output:,,,,,,,,,,,,,,
#        ,,,,,,,,,,,,,,
#     A  Approved for publication -- Processing and review completed.,,,,,,,,,,,,,,
#     P  Provisional data subject to revision.,,,,,,,,,,,,,,
#     e  Value has been estimated.,,,,,,,,,,,,,,
# 5s,15s,20d,14n,10s,14n,10s,14n,10s,14n,10s,14n,10s,14n,10s
agency_cd,site_no,datetime,86321_00065_00001,86321_00065_00001_cd,86322_00065_00002,86322_00065_00002_cd,86323_00065_00003,86323_00065_00003_cd,86324_00060_00001,86324_00060_00001_cd,86325_00060_00002,86325_00060_00002_cd,86326_00060_00003,86326_00060_00003_cd
USGS,209734440,10/27/14,1.64,A,1.62,A,1.63,A,0.09,A,0.06,A,0.07,A
USGS,209734440,10/28/14,1.65,A,1.62,A,1.64,A,0.11,A,0.06,A,0.09,A
USGS,209734440,10/29/14,1.7,A,1.62,A,1.64,A,0.23,A,0.06,A,0.09,A
USGS,209734440,10/30/14,1.67,A,1.64,A,1.65,A,0.15,A,0.09,A,0.11,A
USGS,209734440,10/31/14,1.66,A,1.63,A,1.64,A,0.13,A,0.08,A,0.1,A
USGS,209734440,11/1/14,2.06,A,1.64,A,1.89,A,3.3,A,0.09,A,1.6,A
USGS,209734440,11/2/14,1.88,A,1.72,A,1.79,A,1.2,A,0.3,A,0.65,A
USGS,209734440,11/3/14,1.73,A,1.69,A,1.71,A,0.33,A,0.2,A,0.27,A
USGS,209734440,11/4/14,1.69,A,1.66,A,1.67,A,0.2,A,0.13,A,0.17,A
USGS,209734440,11/5/14,1.67,A,1.65,A,1.66,A,0.15,A,0.11,A,0.14,A
USGS,209734440,11/6/14,1.84,A,1.65,A,1.68,A,0.91,A,0.11,A,0.23,A
USGS,209734440,11/7/14,1.93,A,1.74,A,1.85,A,1.7,A,0.37,A,1.1,A
USGS,209734440,11/8/14,1.81,A,1.72,A,1.76,A,0.72,A,0.3,A,0.46,A
USGS,209734440,11/9/14,1.73,A,1.7,A,1.72,A,0.33,A,0.23,A,0.29,A
USGS,209734440,11/10/14,1.7,A,1.68,A,1.69,A,0.23,A,0.18,A,0.21,A
USGS,209734440,11/11/14,1.69,A,1.68,A,1.68,A,0.2,A,0.18,A,0.19,A
USGS,209734440,11/12/14,1.69,A,1.67,A,1.68,A,0.2,A,0.15,A,0.17,A
USGS,209734440,11/13/14,1.69,A,1.67,A,1.68,A,0.2,A,0.15,A,0.17,A
USGS,209734440,11/14/14,1.67,A,1.66,A,1.66,A,0.15,A,0.13,A,0.14,A
USGS,209734440,11/15/14,1.67,A,1.65,A,1.66,A,0.15,A,0.11,A,0.13,A
USGS,209734440,11/16/14,1.68,A,1.65,A,1.67,A,0.18,A,0.11,A,0.16,A
USGS,209734440,11/17/14,2,A,1.67,A,1.78,A,2.5,A,0.15,A,0.73,A
USGS,209734440,11/18/14,1.96,A,1.79,A,1.88,A,2,A,0.61,A,1.3,A
USGS,209734440,11/19/14,1.79,A,1.73,A,1.76,A,0.61,A,0.33,A,0.45,A
USGS,209734440,11/20/14,1.73,A,1.71,A,1.72,A,0.33,A,0.26,A,0.29,A
USGS,209734440,11/21/14,1.72,A,1.7,A,1.7,A,0.3,A,0.23,A,0.25,A
USGS,209734440,11/22/14,1.71,A,1.69,A,1.7,A,0.26,A,0.2,A,0.23,A
USGS,209734440,11/23/14,2.14,A,1.69,A,1.74,A,4.9,A,0.2,A,0.55,A
USGS,209734440,11/24/14,2.34,A,1.89,A,2.05,A,10,A,1.3,A,3.6,A
USGS,209734440,11/25/14,1.89,A,1.8,A,1.83,A,1.3,A,0.66,A,0.88,A
USGS,209734440,11/26/14,3.15,A,1.8,A,2.55,A,59,A,0.66,A,23,A
USGS,209734440,11/27/14,2.28,A,2.04,A,2.14,A,8,A,3,A,4.8,A
USGS,209734440,11/28/14,2.04,A,1.91,A,1.97,A,3,A,1.5,A,2.1,A
USGS,209734440,11/29/14,1.91,A,1.87,A,1.89,A,1.5,A,1.1,A,1.3,A
USGS,209734440,11/30/14,1.87,A,1.83,A,1.85,A,1.1,A,0.85,A,1,A
USGS,209734440,12/1/14,1.83,A,1.8,A,1.82,A,0.85,A,0.66,A,0.76,A
USGS,209734440,12/2/14,1.8,A,1.77,A,1.78,A,0.66,A,0.51,A,0.58,A
USGS,209734440,12/3/14,1.77,A,1.76,A,1.77,A,0.51,A,0.46,A,0.49,A
USGS,209734440,12/4/14,1.76,A,1.75,A,1.76,A,0.46,A,0.41,A,0.45,A
USGS,209734440,12/5/14,1.75,A,1.74,A,1.75,A,0.41,A,0.37,A,0.41,A
USGS,209734440,12/6/14,1.78,A,1.74,A,1.76,A,0.55,A,0.37,A,0.48,A
USGS,209734440,12/7/14,1.78,A,1.74,A,1.77,A,0.55,A,0.37,A,0.51,A
USGS,209734440,12/8/14,1.8,A,1.74,A,1.75,A,0.66,A,0.37,A,0.42,A
USGS,209734440,12/9/14,2.09,A,1.79,A,1.9,A,3.8,A,0.61,A,1.6,A
USGS,209734440,12/10/14,2.05,A,1.86,A,1.94,A,3.2,A,1.1,A,1.9,A
USGS,209734440,12/11/14,1.91,A,1.82,A,1.87,A,1.5,A,0.78,A,1.2,A
USGS,209734440,12/12/14,1.82,A,1.79,A,1.8,A,0.78,A,0.61,A,0.68,A
USGS,209734440,12/13/14,1.79,A,1.77,A,1.78,A,0.61,A,0.51,A,0.55,A
USGS,209734440,12/14/14,1.77,A,1.75,A,1.76,A,0.51,A,0.41,A,0.47,A
USGS,209734440,12/15/14,1.76,A,1.75,A,1.75,A,0.46,A,0.41,A,0.42,A
USGS,209734440,12/16/14,1.9,A,1.74,A,1.81,A,1.4,A,0.37,A,0.76,A
USGS,209734440,12/17/14,1.94,A,1.86,A,1.89,A,1.8,A,1.1,A,1.3,A
USGS,209734440,12/18/14,1.86,A,1.84,A,1.85,A,1.1,A,0.91,A,0.99,A
USGS,209734440,12/19/14,1.86,A,1.84,A,1.85,A,1.1,A,0.91,A,0.97,A
USGS,209734440,12/20/14,1.85,A,1.84,A,1.84,A,0.99,A,0.91,A,0.93,A
USGS,209734440,12/21/14,1.85,A,1.84,A,1.84,A,0.99,A,0.91,A,0.92,A
USGS,209734440,12/22/14,2.33,A,1.84,A,2.08,A,9.7,A,0.91,A,4.2,A
USGS,209734440,12/23/14,2.6,A,1.95,A,2.06,A,20,A,1.9,A,4.2,A
USGS,209734440,12/24/14,4.18,A,2.29,A,3.14,A,238,A,8.3,A,78,A
USGS,209734440,12/25/14,2.85,A,2.29,A,2.53,A,36,A,9.7,A,20,A
USGS,209734440,12/26/14,2.29,A,2.11,A,2.19,A,9.7,A,5,A,7.1,A
USGS,209734440,12/27/14,2.11,A,2.03,A,2.07,A,5,A,3.6,A,4.3,A
USGS,209734440,12/28/14,2.03,A,1.99,A,2.01,A,3.6,A,3,A,3.3,A
USGS,209734440,12/29/14,2.97,A,1.99,A,2.48,A,45,A,3,A,20,A
USGS,209734440,12/30/14,2.45,A,2.18,A,2.29,A,15,A,6.5,A,9.7,A
USGS,209734440,12/31/14,2.18,A,2.08,A,2.13,A,6.5,A,4.5,A,5.4,A
USGS,209734440,1/1/15,2.09,A,2.03,A,2.05,A,4.7,A,3.6,A,4,A
USGS,209734440,1/2/15,2.03,A,1.99,A,2.01,A,3.6,A,3,A,3.3,A
USGS,209734440,1/3/15,2.02,A,1.99,A,2,A,3.5,A,3,A,3.2,A
USGS,209734440,1/4/15,2.08,A,1.99,A,2.05,A,4.5,A,3,A,3.9,A
USGS,209734440,1/5/15,2.04,A,1.97,A,2,A,3.8,A,2.7,A,3.2,A
USGS,209734440,1/6/15,1.97,A,1.91,A,1.93,A,2.7,A,2,A,2.3,A
USGS,209734440,1/7/15,1.91,A,1.88,A,1.9,A,2,A,1.7,A,1.8,A
USGS,209734440,1/8/15,1.9,A,1.85,A,1.86,A,1.9,A,1.4,A,1.5,A
USGS,209734440,1/9/15,1.87,A,1.85,A,1.86,A,1.6,A,1.4,A,1.4,A
USGS,209734440,1/10/15,1.87,A,1.84,A,1.86,A,1.6,A,1.3,A,1.5,A
USGS,209734440,1/11/15,1.87,A,1.79,A,1.84,A,1.6,A,0.91,A,1.3,A
USGS,209734440,1/12/15,3.34,A,1.85,A,2.77,A,79,A,1.4,A,41,A
USGS,209734440,1/13/15,2.81,A,2.36,A,2.55,A,34,A,12,A,20,A
USGS,209734440,1/14/15,2.36,A,2.2,A,2.27,A,12,A,7.3,A,9.3,A
USGS,209734440,1/15/15,2.2,A,2.1,A,2.14,A,7.3,A,4.9,A,5.8,A
USGS,209734440,1/16/15,2.1,A,2.04,A,2.07,A,4.9,A,3.8,A,4.2,A
USGS,209734440,1/17/15,2.04,A,1.99,A,2.01,A,3.8,A,3,A,3.3,A
USGS,209734440,1/18/15,2.27,A,1.98,A,2.15,A,9.1,A,2.9,A,6.2,A
USGS,209734440,1/19/15,2.15,A,2.04,A,2.08,A,5.9,A,3.8,A,4.5,A
USGS,209734440,1/20/15,2.04,A,1.99,A,2.02,A,3.8,A,3,A,3.4,A
USGS,209734440,1/21/15,2.4,A,1.96,A,2.01,A,13,A,2.6,A,3.5,A
USGS,209734440,1/22/15,2.4,A,2.04,A,2.19,A,13,A,3.8,A,7.3,A
USGS,209734440,1/23/15,2.87,A,1.97,A,2.12,A,38,A,2.7,A,6.9,A
USGS,209734440,1/24/15,2.89,A,2.44,A,2.68,A,39,A,15,A,27,A
USGS,209734440,1/25/15,2.44,A,2.22,A,2.32,A,15,A,7.8,A,11,A
USGS,209734440,1/26/15,2.32,A,2.19,A,2.25,A,11,A,6.8,A,8.6,A
USGS,209734440,1/27/15,2.23,A,2.1,A,2.16,A,8,A,4.9,A,6.2,A
USGS,209734440,1/28/15,2.1,A,2.03,A,2.06,A,4.9,A,3.6,A,4.2,A
USGS,209734440,1/29/15,2.03,A,1.99,A,2.01,A,3.6,A,3,A,3.3,A
USGS,209734440,1/30/15,2,A,1.95,A,1.98,A,3.2,A,2.5,A,2.9,A
USGS,209734440,1/31/15,1.95,A,1.91,A,1.93,A,2.5,A,2,A,2.2,A
USGS,209734440,2/1/15,1.92,A,1.91,A,1.91,A,2.1,A,2,A,2,A
USGS,209734440,2/2/15,2.18,A,1.91,A,2.07,A,6.5,A,2,A,4.4,A
USGS,209734440,2/3/15,2.04,A,1.94,A,1.98,A,3.8,A,2.3,A,2.9,A
USGS,209734440,2/4/15,1.94,A,1.92,A,1.93,A,2.3,A,2.1,A,2.3,A
USGS,209734440,2/5/15,1.93,A,1.9,A,1.92,A,2.2,A,1.9,A,2.1,A
USGS,209734440,2/6/15,1.91,A,1.88,A,1.89,A,2,A,1.7,A,1.8,A
USGS,209734440,2/7/15,1.89,A,1.88,A,1.88,A,1.8,A,1.7,A,1.7,A
USGS,209734440,2/8/15,1.9,A,1.88,A,1.88,A,1.9,A,1.7,A,1.7,A
USGS,209734440,2/9/15,2.5,A,1.88,A,2.02,A,17,A,1.7,A,4.6,A
USGS,209734440,2/10/15,3.22,A,2.5,A,2.86,A,67,A,17,A,39,A
USGS,209734440,2/11/15,2.63,A,2.3,A,2.44,A,24,A,10,A,15,A
USGS,209734440,2/12/15,2.3,A,2.14,A,2.22,A,10,A,5.7,A,7.6,A
USGS,209734440,2/13/15,2.14,A,2.05,A,2.09,A,5.7,A,4,A,4.6,A
USGS,209734440,2/14/15,2.05,A,2.01,A,2.04,A,4,A,3.3,A,3.8,A
USGS,209734440,2/15/15,2.01,A,1.96,A,1.99,A,3.3,A,2.6,A,3,A
USGS,209734440,2/16/15,1.96,A,1.94,A,1.95,A,2.6,A,2.3,A,2.5,A
USGS,209734440,2/17/15,2.06,A,1.96,A,2.01,A,4.1,A,2.6,A,3.3,A
USGS,209734440,2/18/15,2.09,A,2,A,2.04,A,4.7,A,3.2,A,3.8,A
USGS,209734440,2/19/15,2.13,A,1.96,A,2.03,A,5.5,A,2.6,A,3.7,A
USGS,209734440,2/20/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,Ae
USGS,209734440,2/21/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,Ae
USGS,209734440,2/22/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,Ae
USGS,209734440,2/23/15,2.33,A,2.18,A,2.24,A,11,A,6.5,A,8.4,A
USGS,209734440,2/24/15,2.18,A,2.11,A,2.14,A,6.5,A,5,A,5.6,A
USGS,209734440,2/25/15,2.11,A,2.08,A,2.09,A,5,A,4.5,A,4.7,A
USGS,209734440,2/26/15,2.22,A,2.11,A,2.19,A,7.8,A,5,A,6.9,A
USGS,209734440,2/27/15,2.38,A,2.14,A,2.23,A,13,A,5.7,A,8,A
USGS,209734440,2/28/15,2.33,A,2.2,A,2.23,A,11,A,7.3,A,8.1,A
USGS,209734440,3/1/15,3.17,A,2.18,A,2.62,A,62,A,6.5,A,29,A
USGS,209734440,3/2/15,3.26,A,2.71,A,2.94,A,71,A,28,A,44,A
USGS,209734440,3/3/15,2.99,A,2.57,A,2.72,A,46,A,20,A,29,A
USGS,209734440,3/4/15,2.59,A,2.42,A,2.51,A,21,A,14,A,18,A
USGS,209734440,3/5/15,3.88,A,2.38,A,3.05,A,167,A,13,A,68,A
USGS,209734440,3/6/15,3.19,A,2.55,A,2.81,A,64,A,19,A,35,A
USGS,209734440,3/7/15,2.55,A,2.35,A,2.44,A,19,A,12,A,15,A
USGS,209734440,3/8/15,2.35,A,2.24,A,2.29,A,12,A,8.3,A,9.8,A
USGS,209734440,3/9/15,2.24,A,2.17,A,2.2,A,8.3,A,6.3,A,7.3,A
USGS,209734440,3/10/15,2.17,A,2.12,A,2.14,A,6.3,A,5.2,A,5.7,A
USGS,209734440,3/11/15,2.12,A,2.08,A,2.1,A,5.2,A,4.5,A,4.9,A
USGS,209734440,3/12/15,2.08,A,2.04,A,2.07,A,4.5,A,3.8,A,4.2,A
USGS,209734440,3/13/15,2.06,A,2.01,A,2.03,A,4.1,A,3.3,A,3.6,A
USGS,209734440,3/14/15,2.21,A,2.01,A,2.1,A,7.5,A,3.3,A,4.9,A
USGS,209734440,3/15/15,2.16,A,2.06,A,2.1,A,6.1,A,4.1,A,4.9,A
USGS,209734440,3/16/15,2.06,A,2.02,A,2.04,A,4.1,A,3.5,A,3.8,A
USGS,209734440,3/17/15,2.02,A,2,A,2.01,A,3.5,A,3.2,A,3.3,A
USGS,209734440,3/18/15,2,A,1.97,A,1.98,A,3.2,A,2.7,A,2.9,A
USGS,209734440,3/19/15,2.23,A,1.95,A,2.01,A,8,A,2.5,A,3.5,A
USGS,209734440,3/20/15,2.58,A,2.23,A,2.39,A,21,A,8,A,13,A
USGS,209734440,3/21/15,2.28,A,2.16,A,2.21,A,9.4,A,6.1,A,7.3,A
USGS,209734440,3/22/15,2.16,A,2.09,A,2.12,A,6.1,A,4.7,A,5.3,A
USGS,209734440,3/23/15,2.09,A,2.04,A,2.06,A,4.7,A,3.8,A,4.2,A
USGS,209734440,3/24/15,2.04,A,2.01,A,2.03,A,3.8,A,3.3,A,3.5,A
USGS,209734440,3/25/15,2.03,A,1.99,A,2,A,3.6,A,3,A,3.1,A
USGS,209734440,3/26/15,2.52,A,1.99,A,2.26,A,18,A,3,A,9.6,A
USGS,209734440,3/27/15,2.25,A,2.14,A,2.19,A,8.6,A,5.7,A,7,A
USGS,209734440,3/28/15,2.19,A,2.08,A,2.13,A,6.8,A,4.5,A,5.5,A
USGS,209734440,3/29/15,2.08,A,2.03,A,2.05,A,4.5,A,3.6,A,3.9,A
USGS,209734440,3/30/15,2.13,A,2.02,A,2.06,A,5.5,A,3.5,A,4.2,A
USGS,209734440,3/31/15,2.07,A,2.02,A,2.04,A,4.3,A,3.5,A,3.8,A
USGS,209734440,4/1/15,2.02,A,1.97,A,2,A,3.5,A,2.7,A,3.2,A
USGS,209734440,4/2/15,1.97,A,1.96,A,1.97,A,2.7,A,2.6,A,2.7,A
USGS,209734440,4/3/15,1.97,A,1.95,A,1.96,A,2.7,A,2.5,A,2.6,A
USGS,209734440,4/4/15,1.96,A,1.92,A,1.94,A,2.6,A,2.1,A,2.3,A
USGS,209734440,4/5/15,1.92,A,1.9,A,1.91,A,2.1,A,1.9,A,2,A
USGS,209734440,4/6/15,1.9,A,1.89,A,1.9,A,1.9,A,1.8,A,1.9,A
USGS,209734440,4/7/15,1.92,A,1.89,A,1.91,A,2.1,A,1.8,A,2,A
USGS,209734440,4/8/15,1.92,A,1.91,A,1.91,A,2.1,A,2,A,2,A
USGS,209734440,4/9/15,3.09,A,1.9,A,2.26,A,55,A,1.9,A,11,A
USGS,209734440,4/10/15,2.9,A,2.27,A,2.48,A,40,A,9.1,A,17,A
USGS,209734440,4/11/15,2.27,A,2.1,A,2.18,A,9.1,A,4.9,A,6.8,A
USGS,209734440,4/12/15,2.1,A,2.03,A,2.06,A,4.9,A,3.6,A,4.2,A
USGS,209734440,4/13/15,2.03,A,1.99,A,2.01,A,3.6,A,3,A,3.3,A
USGS,209734440,4/14/15,3.43,A,1.98,A,2.12,A,90,A,2.9,A,9.8,A
USGS,209734440,4/15/15,2.88,A,2.28,A,2.47,A,38,A,9.4,A,17,A
USGS,209734440,4/16/15,2.57,A,2.39,A,2.47,A,20,A,13,A,16,A
USGS,209734440,4/17/15,2.4,A,2.24,A,2.32,A,13,A,8.3,A,10,A
USGS,209734440,4/18/15,2.24,A,2.14,A,2.19,A,8.3,A,5.7,A,6.8,A
USGS,209734440,4/19/15,4.46,A,2.1,A,2.58,A,315,A,4.9,A,57,A
USGS,209734440,4/20/15,4.43,A,2.76,A,3.26,A,306,A,31,A,85,A
USGS,209734440,4/21/15,3.67,A,2.49,A,2.85,A,122,A,17,A,40,A
USGS,209734440,4/22/15,2.49,A,2.27,A,2.38,A,17,A,9.1,A,13,A
USGS,209734440,4/23/15,2.28,A,2.17,A,2.22,A,9.4,A,6.3,A,7.9,A
USGS,209734440,4/24/15,2.17,A,2.09,A,2.14,A,6.3,A,4.7,A,5.6,A
USGS,209734440,4/25/15,2.27,A,2.09,A,2.14,A,9.1,A,4.7,A,6,A
USGS,209734440,4/26/15,2.23,A,2.11,A,2.15,A,8,A,5,A,5.9,A
USGS,209734440,4/27/15,2.11,A,2.05,A,2.09,A,5,A,4,A,4.7,A
USGS,209734440,4/28/15,2.05,A,2,A,2.03,A,4,A,3.2,A,3.6,A
USGS,209734440,4/29/15,2,A,1.98,A,1.99,A,3.2,A,2.9,A,3.1,A
USGS,209734440,4/30/15,2.33,A,1.98,A,2.03,A,11,A,2.9,A,3.8,A
USGS,209734440,5/1/15,2.25,A,2.13,A,2.18,A,8.6,A,5.5,A,6.7,A
USGS,209734440,5/2/15,2.14,A,2.03,A,2.08,A,5.7,A,3.6,A,4.6,A
USGS,209734440,5/3/15,2.03,A,1.98,A,2.01,A,3.6,A,2.9,A,3.3,A
USGS,209734440,5/4/15,1.98,A,1.94,A,1.96,A,2.9,A,2.3,A,2.7,A
USGS,209734440,5/5/15,1.94,A,1.93,A,1.93,A,2.3,A,2.2,A,2.3,A
USGS,209734440,5/6/15,1.93,A,1.9,A,1.92,A,2.2,A,1.9,A,2.1,A
USGS,209734440,5/7/15,1.9,A,1.88,A,1.89,A,1.9,A,1.7,A,1.8,A
USGS,209734440,5/8/15,1.88,A,1.87,A,1.87,A,1.7,A,1.6,A,1.6,A
USGS,209734440,5/9/15,1.87,A,1.86,A,1.86,A,1.6,A,1.5,A,1.5,A
USGS,209734440,5/10/15,1.89,A,1.85,A,1.87,A,1.8,A,1.4,A,1.6,A
USGS,209734440,5/11/15,1.96,A,1.88,A,1.92,A,2.6,A,1.7,A,2.1,A
USGS,209734440,5/12/15,1.89,A,1.85,A,1.87,A,1.8,A,1.4,A,1.6,A
USGS,209734440,5/13/15,1.85,A,1.82,A,1.84,A,1.4,A,1.1,A,1.3,A
USGS,209734440,5/14/15,1.82,A,1.8,A,1.81,A,1.1,A,0.99,A,1,A
USGS,209734440,5/15/15,1.81,A,1.79,A,1.8,A,1.1,A,0.91,A,1,A
USGS,209734440,5/16/15,1.81,A,1.8,A,1.8,A,1.1,A,0.99,A,1,A
USGS,209734440,5/17/15,1.8,A,1.79,A,1.79,A,0.99,A,0.91,A,0.93,A
USGS,209734440,5/18/15,1.79,A,1.78,A,1.79,A,0.91,A,0.85,A,0.88,A
USGS,209734440,5/19/15,1.78,A,1.77,A,1.77,A,0.85,A,0.78,A,0.81,A
USGS,209734440,5/20/15,1.78,A,1.75,A,1.76,A,0.85,A,0.66,A,0.75,A
USGS,209734440,5/21/15,1.95,A,1.75,A,1.81,A,2.5,A,0.66,A,1.1,A
USGS,209734440,5/22/15,1.9,A,1.79,A,1.83,A,1.9,A,0.91,A,1.3,A
USGS,209734440,5/23/15,1.79,A,1.76,A,1.77,A,0.91,A,0.72,A,0.78,A
USGS,209734440,5/24/15,1.76,A,1.74,A,1.75,A,0.72,A,0.61,A,0.65,A
USGS,209734440,5/25/15,1.75,A,1.73,A,1.74,A,0.66,A,0.55,A,0.6,A
USGS,209734440,5/26/15,1.74,A,1.71,A,1.73,A,0.61,A,0.46,A,0.54,A
USGS,209734440,5/27/15,1.73,A,1.7,A,1.72,A,0.55,A,0.41,A,0.51,A
USGS,209734440,5/28/15,1.73,A,1.71,A,1.72,A,0.55,A,0.46,A,0.51,A
USGS,209734440,5/29/15,1.74,A,1.71,A,1.72,A,0.61,A,0.46,A,0.52,A
USGS,209734440,5/30/15,1.72,A,1.69,A,1.71,A,0.51,A,0.37,A,0.44,A
USGS,209734440,5/31/15,1.71,A,1.68,A,1.7,A,0.46,A,0.33,A,0.42,A
USGS,209734440,6/1/15,1.7,A,1.67,A,1.69,A,0.41,A,0.3,A,0.38,A
USGS,209734440,6/2/15,1.72,A,1.68,A,1.7,A,0.51,A,0.33,A,0.43,A
USGS,209734440,6/3/15,1.73,A,1.71,A,1.72,A,0.55,A,0.46,A,0.51,A
USGS,209734440,6/4/15,1.76,A,1.73,A,1.75,A,0.72,A,0.55,A,0.67,A
USGS,209734440,6/5/15,1.77,A,1.74,A,1.76,A,0.78,A,0.61,A,0.71,A
USGS,209734440,6/6/15,1.74,A,1.7,A,1.72,A,0.61,A,0.41,A,0.5,A
USGS,209734440,6/7/15,1.71,A,1.67,A,1.69,A,0.46,A,0.3,A,0.39,A
USGS,209734440,6/8/15,1.69,A,1.66,A,1.68,A,0.37,A,0.26,A,0.32,A
USGS,209734440,6/9/15,2.22,A,1.66,A,1.95,A,8,A,0.26,A,3.2,A
USGS,209734440,6/10/15,1.82,A,1.74,A,1.77,A,1.4,A,0.78,A,0.99,A
USGS,209734440,6/11/15,1.74,A,1.69,A,1.71,A,0.78,A,0.51,A,0.59,A
USGS,209734440,6/12/15,1.7,A,1.64,A,1.67,A,0.55,A,0.3,A,0.43,A
USGS,209734440,6/13/15,1.66,A,1.62,A,1.64,A,0.37,A,0.23,A,0.32,A
USGS,209734440,6/14/15,1.64,A,1.61,A,1.63,A,0.3,A,0.2,A,0.26,A
USGS,209734440,6/15/15,1.62,A,1.6,A,1.61,A,0.23,A,0.18,A,0.22,A
USGS,209734440,6/16/15,1.61,A,1.59,A,1.61,A,0.2,A,0.15,A,0.19,A
USGS,209734440,6/17/15,1.61,A,1.53,A,1.57,A,0.2,A,0.09,A,0.17,A
USGS,209734440,6/18/15,5.29,A,1.53,A,2.07,A,605,A,0.15,A,47,A
USGS,209734440,6/19/15,4.78,A,2.08,A,2.58,A,416,A,3.8,A,35,A
USGS,209734440,6/20/15,2.08,A,1.89,A,1.98,A,3.8,A,1.4,A,2.4,A
USGS,209734440,6/21/15,1.89,A,1.8,A,1.84,A,1.4,A,0.72,A,1,A
USGS,209734440,6/22/15,1.8,A,1.77,A,1.78,A,0.72,A,0.55,A,0.62,A
USGS,209734440,6/23/15,1.77,A,1.71,A,1.73,A,0.55,A,0.3,A,0.39,A
USGS,209734440,6/24/15,1.72,A,1.69,A,1.7,A,0.33,A,0.23,A,0.28,A
USGS,209734440,6/25/15,2.35,A,1.66,A,1.74,A,11,A,0.15,A,0.88,A
USGS,209734440,6/26/15,2.94,A,1.79,A,1.95,A,41,A,0.66,A,2.6,A
USGS,209734440,6/27/15,3.29,A,2.28,A,2.74,A,73,A,8.3,A,31,A
USGS,209734440,6/28/15,2.65,A,2.02,A,2.24,A,23,A,2.9,A,8.1,A
USGS,209734440,6/29/15,2.02,A,1.87,A,1.94,A,2.9,A,1.2,A,1.9,A
USGS,209734440,6/30/15,2.81,A,1.83,A,1.91,A,33,A,0.91,A,2.6,A
USGS,209734440,7/1/15,2.77,A,2.01,A,2.24,A,30,A,2.9,A,8.4,A
USGS,209734440,7/2/15,2.15,A,1.91,A,1.97,A,5.3,A,1.7,A,2.4,A
USGS,209734440,7/3/15,3.12,A,1.87,A,2.11,A,66,A,1.3,A,8.1,A
USGS,209734440,7/4/15,2.15,A,1.91,A,2.01,A,5.5,A,1.7,A,2.9,A
USGS,209734440,7/5/15,3.56,A,1.84,A,2.05,A,120,A,1.1,A,11,A
USGS,209734440,7/6/15,2.87,A,1.99,A,2.22,A,42,A,2.7,A,8.9,A
USGS,209734440,7/7/15,1.99,A,1.87,A,1.93,A,2.7,A,1.4,A,2.1,A
USGS,209734440,7/8/15,1.87,A,1.81,A,1.84,A,1.4,A,0.98,A,1.2,A
USGS,209734440,7/9/15,1.81,A,1.77,A,1.79,A,0.98,A,0.74,A,0.85,A
USGS,209734440,7/10/15,1.77,A,1.73,A,1.75,A,0.74,A,0.54,A,0.63,A
USGS,209734440,7/11/15,1.73,A,1.71,A,1.72,A,0.54,A,0.46,A,0.49,A
USGS,209734440,7/12/15,1.71,A,1.69,A,1.7,A,0.46,A,0.38,A,0.43,A
USGS,209734440,7/13/15,2.97,A,1.7,A,1.98,A,52,A,0.42,A,5.2,A
